Year,Unit measure,Observation status,Country group,Product sector,Value
2005,Percentage (%),Undefined,Developing countries,,2.5452240926
2005,Percentage (%),Undefined,Developing countries,AGRI,8.454787732919257
2005,Percentage (%),Undefined,Developing countries,FISH,1.868945799869811
2005,Percentage (%),Undefined,Developing countries,NAMA,2.560637731065785
2005,Percentage (%),Undefined,Developing countries,PAPS,6.979717360895116
2005,Percentage (%),Undefined,Least developed countries,,2.628319320867405
2005,Percentage (%),Undefined,Least developed countries,AGRI,0.9426876723584552
2005,Percentage (%),Undefined,Least developed countries,FISH,0.0013197850896667
2005,Percentage (%),Undefined,Least developed countries,NAMA,3.110820458878673
2005,Percentage (%),Undefined,Least developed countries,PAPS,0.2853957061982108
2005,Percentage (%),Undefined,Small island developing states,,0.2119703166130554
2005,Percentage (%),Undefined,Small island developing states,AGRI,0.6771699995932319
2005,Percentage (%),Undefined,Small island developing states,FISH,0.0001331607236424
2005,Percentage (%),Undefined,Small island developing states,NAMA,0.3004463688908912
2005,Percentage (%),Undefined,Small island developing states,PAPS,5.689406749529699
2006,Percentage (%),Undefined,Developing countries,,2.310761493351005
2006,Percentage (%),Undefined,Developing countries,AGRI,8.103904978975459
2006,Percentage (%),Undefined,Developing countries,FISH,1.629221735434912
2006,Percentage (%),Undefined,Developing countries,NAMA,2.277685713912647
2006,Percentage (%),Undefined,Developing countries,PAPS,7.973952855401041
2006,Percentage (%),Undefined,Least developed countries,,2.3433036737286552
2006,Percentage (%),Undefined,Least developed countries,AGRI,0.9016729060130404
2006,Percentage (%),Undefined,Least developed countries,FISH,0.1699518319284312
2006,Percentage (%),Undefined,Least developed countries,NAMA,2.629689203714141
2006,Percentage (%),Undefined,Least developed countries,PAPS,0.9705747919316772
2006,Percentage (%),Undefined,Small island developing states,,0.2713038270779684
2006,Percentage (%),Undefined,Small island developing states,AGRI,1.4975050294041787
2006,Percentage (%),Undefined,Small island developing states,FISH,0.0002701564239636
2006,Percentage (%),Undefined,Small island developing states,NAMA,0.396559146430035
2006,Percentage (%),Undefined,Small island developing states,PAPS,4.190976952812174
2007,Percentage (%),Undefined,Developing countries,,2.509541702316
2007,Percentage (%),Undefined,Developing countries,AGRI,8.027338571805068
2007,Percentage (%),Undefined,Developing countries,FISH,2.005843823341696
2007,Percentage (%),Undefined,Developing countries,NAMA,2.2709207185656464
2007,Percentage (%),Undefined,Developing countries,PAPS,6.905720100491034
2007,Percentage (%),Undefined,Least developed countries,,0.2975238967966364
2007,Percentage (%),Undefined,Least developed countries,AGRI,1.5151710892127432
2007,Percentage (%),Undefined,Least developed countries,FISH,0.0010679910136591
2007,Percentage (%),Undefined,Least developed countries,NAMA,0.4547566741013471
2007,Percentage (%),Undefined,Least developed countries,PAPS,3.895650574960008
2007,Percentage (%),Undefined,Small island developing states,,0.2975238967966364
2007,Percentage (%),Undefined,Small island developing states,AGRI,1.5151710892127432
2007,Percentage (%),Undefined,Small island developing states,FISH,0.0010679910136591
2007,Percentage (%),Undefined,Small island developing states,NAMA,0.4547566741013471
2007,Percentage (%),Undefined,Small island developing states,PAPS,3.895650574960008
2008,Percentage (%),Undefined,Developing countries,,2.573797615023974
2008,Percentage (%),Undefined,Developing countries,AGRI,7.132462475898133
2008,Percentage (%),Undefined,Developing countries,FISH,1.6073382015209792
2008,Percentage (%),Undefined,Developing countries,NAMA,2.367281978030032
2008,Percentage (%),Undefined,Developing countries,PAPS,7.66145377334276
2008,Percentage (%),Undefined,Least developed countries,,1.5965596561685196
2008,Percentage (%),Undefined,Least developed countries,AGRI,0.8331627484493984
2008,Percentage (%),Undefined,Least developed countries,FISH,0.6015343218385053
2008,Percentage (%),Undefined,Least developed countries,NAMA,1.7105939124631475
2008,Percentage (%),Undefined,Least developed countries,PAPS,3.0682211329791915
2008,Percentage (%),Undefined,Small island developing states,,0.2129799340130083
2008,Percentage (%),Undefined,Small island developing states,AGRI,0.8513077728477816
2008,Percentage (%),Undefined,Small island developing states,FISH,9.427442002351345e-05
2008,Percentage (%),Undefined,Small island developing states,NAMA,0.371634648882801
2008,Percentage (%),Undefined,Small island developing states,PAPS,2.276370490515545
2009,Percentage (%),Undefined,Developing countries,,2.818252780333442
2009,Percentage (%),Undefined,Developing countries,AGRI,7.451596796271883
2009,Percentage (%),Undefined,Developing countries,FISH,1.810455219676436
2009,Percentage (%),Undefined,Developing countries,NAMA,2.6169798717605595
2009,Percentage (%),Undefined,Developing countries,PAPS,6.751615967821409
2009,Percentage (%),Undefined,Least developed countries,,2.001776431110888
2009,Percentage (%),Undefined,Least developed countries,AGRI,0.2169337537317724
2009,Percentage (%),Undefined,Least developed countries,FISH,1.0369464564605186
