Year,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2011,,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,25.7648
2011,,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,25.6408
2011,,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,22.9491
2011,,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,20.9054
2011,,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,17.8303
2011,,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,9.756
2011,,,England,,,,,Undefined,Units,Percentage (%),E92000001,19.842
2011,,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,26.5419999999999
2011,,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,29.8677
2011,,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,27.4124
2011,,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,24.6571
2011,,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,19.429
2011,,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,11.1039
2011,,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,22.2593
2011,,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.8557
2011,,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,27.3762
2011,,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.0567
2011,,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.721
2011,,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,22.6826
2011,,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,13.7382
2011,,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.3578
2011,,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.1542
2011,,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.7362
2011,,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.5775
2011,,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.0146
2011,,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.8461
2011,,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,11.6095
2011,,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.8534
2011,,18 to 24,,,,,,Undefined,Units,Percentage (%),,25.6667
2011,,25 to 34,,,,,,Undefined,Units,Percentage (%),,25.8209999999999
2011,,35 to 44,,,,,,Undefined,Units,Percentage (%),,23.3485
2011,,45 to 54,,,,,,Undefined,Units,Percentage (%),,21.6195
2011,,55 to 64,,,,,,Undefined,Units,Percentage (%),,18.4625
2011,,65 and over,,,,,,Undefined,Units,Percentage (%),,10.2187
2011,,,,,,,,Undefined,Units,Percentage (%),,20.2377
2011,Male,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,27.8857
2011,Male,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,29.578
2011,Male,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,25.7048
2011,Male,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,22.4426
2011,Male,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,19.191
2011,Male,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,10.885
2011,Male,,England,,,,,Undefined,Units,Percentage (%),E92000001,22.1785
2011,Male,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.7943
2011,Male,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,32.3835
2011,Male,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,29.45
2011,Male,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.9277
2011,Male,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,19.8018
2011,Male,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,11.5287
2011,Male,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.4805
2011,Male,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,29.0224
2011,Male,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,29.5837
2011,Male,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,28.0735
2011,Male,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,27.9662
2011,Male,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.0321
2011,Male,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,15.2391
2011,Male,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,25.1559
2011,Male,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.433
2011,Male,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.8108
2011,Male,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,23.6065
2011,Male,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,22.377
2011,Male,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.7477
2011,Male,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,12.001
2011,Male,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.2331
2011,Male,18 to 24,,,,,,Undefined,Units,Percentage (%),,27.6107
2011,Male,25 to 34,,,,,,Undefined,Units,Percentage (%),,29.4761
2011,Male,35 to 44,,,,,,Undefined,Units,Percentage (%),,26.0117
2011,Male,45 to 54,,,,,,Undefined,Units,Percentage (%),,23.1033
2011,Male,55 to 64,,,,,,Undefined,Units,Percentage (%),,19.6378
2011,Male,65 and over,,,,,,Undefined,Units,Percentage (%),,11.3065
2011,Male,,,,,,,Undefined,Units,Percentage (%),,22.4399
2011,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,23.6485
2011,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,21.7564
2011,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,20.2494
2011,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,19.4023
2011,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,16.5207
2011,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.8259
2011,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,17.6335
2011,Female,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,27.3162
2011,Female,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,27.3591
2011,Female,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.449
2011,Female,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.4298
2011,Female,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,19.0684
2011,Female,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.7477
2011,Female,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.1009
2011,Female,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.7217
2011,Female,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,25.2624
2011,Female,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.1706
2011,Female,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,25.5459
2011,Female,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,22.3529
2011,Female,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,12.6092
2011,Female,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.7299
2011,Female,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,16.8464
2011,Female,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.7089
2011,Female,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,17.6478
2011,Female,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.6901
2011,Female,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.945
2011,Female,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,11.3003
2011,Female,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,17.5545
2011,Female,18 to 24,,,,,,Undefined,Units,Percentage (%),,23.724
2011,Female,25 to 34,,,,,,Undefined,Units,Percentage (%),,22.2251
2011,Female,35 to 44,,,,,,Undefined,Units,Percentage (%),,20.7527
2011,Female,45 to 54,,,,,,Undefined,Units,Percentage (%),,20.1744
2011,Female,55 to 64,,,,,,Undefined,Units,Percentage (%),,17.3318
2011,Female,65 and over,,,,,,Undefined,Units,Percentage (%),,9.3298
2011,Female,,,,,,,Undefined,Units,Percentage (%),,18.1636
2012,,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,25.23
2012,,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,24.7242
2012,,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,22.3599
2012,,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,20.4872
2012,,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,17.5606
2012,,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,9.681
2012,,,England,,,,,Undefined,Units,Percentage (%),E92000001,19.3157
2012,,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.7558
2012,,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,28.7914
2012,,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,24.2643
2012,,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.938
2012,,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,18.5063
2012,,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.4153
2012,,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,20.9722
2012,,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.0506
2012,,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.1046
2012,,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.2421
2012,,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.9836
2012,,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.8491
2012,,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,13.0542
2012,,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.6876
2012,,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.8947
2012,,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,23.587
2012,,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.8178
2012,,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.4034
2012,,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.3782
2012,,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,12.3224
2012,,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.1505
2012,,18 to 24,,,,,,Undefined,Units,Percentage (%),,24.9641
2012,,25 to 34,,,,,,Undefined,Units,Percentage (%),,24.9835
2012,,35 to 44,,,,,,Undefined,Units,Percentage (%),,22.5288
2012,,45 to 54,,,,,,Undefined,Units,Percentage (%),,21.0006
2012,,55 to 64,,,,,,Undefined,Units,Percentage (%),,18.0496
2012,,65 and over,,,,,,Undefined,Units,Percentage (%),,10.0768
2012,,,,,,,,Undefined,Units,Percentage (%),,19.5983
2012,Male,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,27.3875
2012,Male,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,28.8003
2012,Male,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,25.7627
2012,Male,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,22.3639
2012,Male,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,18.7298
2012,Male,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,10.5206
2012,Male,,England,,,,,Undefined,Units,Percentage (%),E92000001,21.7568
2012,Male,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.7028
2012,Male,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,30.3296
2012,Male,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,26.8675
2012,Male,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,24.2779
2012,Male,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,19.3234
2012,Male,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.3052
2012,Male,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,22.0107
2012,Male,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.7204
2012,Male,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,29.4421
2012,Male,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,27.0004
2012,Male,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.5827
2012,Male,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.0421
