Year,Value,Units,Series,Observation status,Unit multiplier
2013,5.897517274197278,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2014,5.551432126556914,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2014,-2.856385485551255,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2015,6.075497880390505,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2015,12.059206927147532,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2016,6.01811915454434,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2016,1.2003290399208353,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2017,5.926511941254602,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2017,0.8841845644816538,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2018,5.760338689617591,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2018,-1.1466823440029774,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2019,6.507149356438416,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2019,14.777003112917471,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
2020,3.064850802481844,Percentage (%),Tourism direct GDP as a proportion of total GDP,Normal value,Units
2020,-58.09576054418349,Percentage (%),Tourism direct GDP growth rate,Normal value,Units
