Year,Value,Units,Series,Observation status,Unit multiplier
2000,738.8485,Metric tons,Domestic material consumption,Normal value,Millions
2001,743.2789,Metric tons,Domestic material consumption,Normal value,Millions
2002,721.972,Metric tons,Domestic material consumption,Normal value,Millions
2003,723.0251,Metric tons,Domestic material consumption,Normal value,Millions
2004,751.9634,Metric tons,Domestic material consumption,Normal value,Millions
2005,732.6655,Metric tons,Domestic material consumption,Normal value,Millions
2006,724.2632,Metric tons,Domestic material consumption,Normal value,Millions
2007,718.9227,Metric tons,Domestic material consumption,Normal value,Millions
2008,674.9295,Metric tons,Domestic material consumption,Normal value,Millions
2009,591.6201,Metric tons,Domestic material consumption,Normal value,Millions
2010,575.3487,Metric tons,Domestic material consumption,Normal value,Millions
2011,575.5522,Metric tons,Domestic material consumption,Normal value,Millions
2012,557.4719,Metric tons,Domestic material consumption,Normal value,Millions
2013,572.7743,Metric tons,Domestic material consumption,Normal value,Millions
2014,588.3881,Metric tons,Domestic material consumption,Normal value,Millions
2015,566.5515,Metric tons,Domestic material consumption,Normal value,Millions
2016,558.3661,Metric tons,Domestic material consumption,Normal value,Millions
2017,569.638,Metric tons,Domestic material consumption,Normal value,Millions
2018,565.6744,Metric tons,Domestic material consumption,Normal value,Millions
2019,566.7899,Metric tons,Domestic material consumption,Normal value,Millions
2000,12.5,Metric tons,Domestic material consumption per capita,Normal value,Units
2001,12.6,Metric tons,Domestic material consumption per capita,Normal value,Units
2002,12.2,Metric tons,Domestic material consumption per capita,Normal value,Units
2003,12.1,Metric tons,Domestic material consumption per capita,Normal value,Units
2004,12.5,Metric tons,Domestic material consumption per capita,Normal value,Units
2005,12.1,Metric tons,Domestic material consumption per capita,Normal value,Units
2006,11.9,Metric tons,Domestic material consumption per capita,Normal value,Units
2007,11.7,Metric tons,Domestic material consumption per capita,Normal value,Units
2008,10.9,Metric tons,Domestic material consumption per capita,Normal value,Units
2009,9.5,Metric tons,Domestic material consumption per capita,Normal value,Units
2010,9.2,Metric tons,Domestic material consumption per capita,Normal value,Units
2011,9.1,Metric tons,Domestic material consumption per capita,Normal value,Units
2012,8.8,Metric tons,Domestic material consumption per capita,Normal value,Units
2013,8.9,Metric tons,Domestic material consumption per capita,Normal value,Units
2014,9.1,Metric tons,Domestic material consumption per capita,Normal value,Units
2015,8.7,Metric tons,Domestic material consumption per capita,Normal value,Units
2016,8.5,Metric tons,Domestic material consumption per capita,Normal value,Units
2017,8.6,Metric tons,Domestic material consumption per capita,Normal value,Units
2018,8.5,Metric tons,Domestic material consumption per capita,Normal value,Units
2019,8.485285223244228,Metric tons,Domestic material consumption per capita,Normal value,Units
2000,225.78715161168867,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2001,236.91811289248335,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2002,219.30871120010315,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2003,199.00891115292737,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2004,185.00461834873764,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2005,181.59592444715952,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2006,177.7374393470094,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2007,162.64364696310022,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2008,172.65631029789475,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2009,184.47724461255984,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2010,180.05327115061235,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2011,174.4619578520407,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2012,171.69827676037542,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2013,178.11409301814066,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2014,172.47587656311867,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2015,176.49939626826756,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2016,195.25964807311613,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2017,208.74707576139664,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2018,202.20795008221344,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
2019,212.5544518331731,Kilograms per constant USD,Domestic material consumption per unit of GDP,Normal value,Millions
