Year,Series,Age,Sex,Country of birth,Disability status,Ethnicity,Ethnic group,Household income,Region,Observation status,Unit multiplier,Units,GeoCode,Value
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,East,Undefined,Units,Percentage (%),E12000006,77.708476189
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,East,Undefined,Units,Percentage (%),E12000006,73.21421362
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,East,Undefined,Units,Percentage (%),E12000006,78.28681079754766
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,73.37057158
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,79.30637433402521
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,75.89910596609465
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,London,Undefined,Units,Percentage (%),E12000007,72.2907938
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,London,Undefined,Units,Percentage (%),E12000007,74.51738341580496
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,London,Undefined,Units,Percentage (%),E12000007,75.95050746283611
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,72.13568101
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,74.55468688376641
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,76.98902630026375
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,76.47150371
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,77.24722342281228
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,77.45575886844394
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,77.7169555
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,81.4457544935554
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,81.60204285317506
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,80.77707118
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,85.0036375152492
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,82.7700556171558
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,81.43447067
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,82.50008598214113
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,85.35156907374639
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,68.48863783
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,73.39975941331028
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,70.70317133346681
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,77.00300553
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,79.4401074628456
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,75.58187511158661
2001/02,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,53.096617922848345
2002/03,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,50.44783516964759
2003/04,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,53.25797600438492
2004/05,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,56.55094237556175
2005/06,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,54.56886977947831
2006/07,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,55.9485120177003
2007/08,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,56.334441511193866
