Year,Units,Sex,Region,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2012,Nursery (%),,,,Undefined,Units,Percentage (%),,97.1446306642
2012,Primary (%),,,,Undefined,Units,Percentage (%),,97.6657167005738
2012,Secondary (%),,,,Undefined,Units,Percentage (%),,95.49743227407458
2012,All public schools (%),,,,Undefined,Units,Percentage (%),,96.11530821453358
2012,Nursery (%),Male,,,Undefined,Units,Percentage (%),,98.46153846153848
2012,Primary (%),Male,,,Undefined,Units,Percentage (%),,96.39100646530927
2012,Secondary (%),Male,,,Undefined,Units,Percentage (%),,95.73013717870688
2012,All public schools (%),Male,,,Undefined,Units,Percentage (%),,95.1035057360764
2012,Nursery (%),Female,,,Undefined,Units,Percentage (%),,97.07602339181284
2012,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.86928616922248
2012,Secondary (%),Female,,,Undefined,Units,Percentage (%),,95.38696982947091
2012,All public schools (%),Female,,,Undefined,Units,Percentage (%),,96.46594804773416
2013,Nursery (%),,,,Undefined,Units,Percentage (%),,100.0
2013,Primary (%),,,,Undefined,Units,Percentage (%),,97.63190693809722
2013,Secondary (%),,,,Undefined,Units,Percentage (%),,94.69827586206895
2013,All public schools (%),,,,Undefined,Units,Percentage (%),,95.72182066809924
2013,Nursery (%),Male,,,Undefined,Units,Percentage (%),,100.0
2013,Primary (%),Male,,,Undefined,Units,Percentage (%),,96.59442724458204
2013,Secondary (%),Male,,,Undefined,Units,Percentage (%),,94.9232585596222
2013,All public schools (%),Male,,,Undefined,Units,Percentage (%),,94.4488501189532
2013,Nursery (%),Female,,,Undefined,Units,Percentage (%),,100.0
2013,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.79164666346615
2013,Secondary (%),Female,,,Undefined,Units,Percentage (%),,94.62950373895308
2013,All public schools (%),Female,,,Undefined,Units,Percentage (%),,96.16083009079118
2014,Nursery (%),,,,Undefined,Units,Percentage (%),,100.0
2014,Primary (%),,,,Undefined,Units,Percentage (%),,97.0539419087137
2014,Secondary (%),,,,Undefined,Units,Percentage (%),,94.05594405594404
2014,All public schools (%),,,,Undefined,Units,Percentage (%),,95.16773162939296
2014,Nursery (%),Male,,,Undefined,Units,Percentage (%),,100.0
2014,Primary (%),Male,,,Undefined,Units,Percentage (%),,95.48192771084338
2014,Secondary (%),Male,,,Undefined,Units,Percentage (%),,94.33051869722556
2014,All public schools (%),Male,,,Undefined,Units,Percentage (%),,93.86602098466504
2014,Nursery (%),Female,,,Undefined,Units,Percentage (%),,93.33333333333331
2014,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.39884393063583
2014,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.89155799588195
2014,All public schools (%),Female,,,Undefined,Units,Percentage (%),,95.59214020180562
2015,Nursery (%),,,,Undefined,Units,Percentage (%),,93.33333333333331
2015,Primary (%),,,,Undefined,Units,Percentage (%),,96.78469678469678
2015,Secondary (%),,,,Undefined,Units,Percentage (%),,93.55408388520972
2015,All public schools (%),,,,Undefined,Units,Percentage (%),,94.7117296222664
2015,Nursery (%),Male,,,Undefined,Units,Percentage (%),,100.0
2015,Primary (%),Male,,,Undefined,Units,Percentage (%),,94.79768786127168
2015,Secondary (%),Male,,,Undefined,Units,Percentage (%),,93.8875305623472
2015,All public schools (%),Male,,,Undefined,Units,Percentage (%),,93.23126510878323
2015,Nursery (%),Female,,,Undefined,Units,Percentage (%),,100.0
2015,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.063003315964
2015,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.42560553633218
2015,All public schools (%),Female,,,Undefined,Units,Percentage (%),,95.19408502772644
2016,Nursery (%),,,,Undefined,Units,Percentage (%),,100.0
2016,Primary (%),,,,Undefined,Units,Percentage (%),,96.4616003216727
2016,Secondary (%),,,,Undefined,Units,Percentage (%),,93.34226988382484
2016,All public schools (%),,,,Undefined,Units,Percentage (%),,94.4433419329232
2016,Nursery (%),Male,,,Undefined,Units,Percentage (%),,100.0
2016,Primary (%),Male,,,Undefined,Units,Percentage (%),,94.61756373937678
2016,Secondary (%),Male,,,Undefined,Units,Percentage (%),,93.66459627329192
2016,All public schools (%),Male,,,Undefined,Units,Percentage (%),,93.04769603880356
2016,Nursery (%),Female,,,Undefined,Units,Percentage (%),,92.85714285714288
2016,Primary (%),Female,,,Undefined,Units,Percentage (%),,96.85741088180112
2016,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.22152341020266
2016,All public schools (%),Female,,,Undefined,Units,Percentage (%),,94.92105263157896
2017,Nursery (%),,,,Undefined,Units,Percentage (%),,95.85510521112836
2017,Primary (%),,,,Undefined,Units,Percentage (%),,97.04208367918804
2017,Secondary (%),,,,Undefined,Units,Percentage (%),,94.13785992212584
2017,All public schools (%),,,,Undefined,Units,Percentage (%),,95.10213226242416
2017,Nursery (%),Male,,,Undefined,Units,Percentage (%),,92.5872093023256
2017,Primary (%),Male,,,Undefined,Units,Percentage (%),,95.61462077195176
2017,Secondary (%),Male,,,Undefined,Units,Percentage (%),,94.42781452419622
2017,All public schools (%),Male,,,Undefined,Units,Percentage (%),,93.88623365442594
2017,Nursery (%),Female,,,Undefined,Units,Percentage (%),,96.02196823511947
2017,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.28014792120103
2017,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.97942436535962
2017,All public schools (%),Female,,,Undefined,Units,Percentage (%),,95.4976637693314
2018,Nursery (%),,,,Undefined,Units,Percentage (%),,96.53743128816424
2018,Primary (%),,,,Undefined,Units,Percentage (%),,96.94039301044596
2018,Secondary (%),,,,Undefined,Units,Percentage (%),,94.16201580494264
2018,All public schools (%),,,,Undefined,Units,Percentage (%),,95.0081422762316
2018,Nursery (%),Male,,,Undefined,Units,Percentage (%),,96.6822262118492
2018,Primary (%),Male,,,Undefined,Units,Percentage (%),,95.7209748053979
2018,Secondary (%),Male,,,Undefined,Units,Percentage (%),,94.59817255596217
2018,All public schools (%),Male,,,Undefined,Units,Percentage (%),,93.99211164263164
2018,Nursery (%),Female,,,Undefined,Units,Percentage (%),,96.53073625559976
2018,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.14693032929404
2018,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.9225744678665
2018,All public schools (%),Female,,,Undefined,Units,Percentage (%),,95.33784463001076
2019,Nursery (%),,,,Undefined,Units,Percentage (%),,96.13670133729568
2019,Primary (%),,,,Undefined,Units,Percentage (%),,96.9830873718236
2019,Secondary (%),,,,Undefined,Units,Percentage (%),,94.09690272105452
2019,All public schools (%),,,,Undefined,Units,Percentage (%),,94.99206214491828
2019,Nursery (%),Male,,,Undefined,Units,Percentage (%),,95.58823529411764
2019,Primary (%),Male,,,Undefined,Units,Percentage (%),,95.83226868807311
2019,Secondary (%),Male,,,Undefined,Units,Percentage (%),,94.60483510875804
2019,All public schools (%),Male,,,Undefined,Units,Percentage (%),,94.07610666139291
2019,Nursery (%),Female,,,Undefined,Units,Percentage (%),,96.1658841940532
2019,Primary (%),Female,,,Undefined,Units,Percentage (%),,97.17401942332305
2019,Secondary (%),Female,,,Undefined,Units,Percentage (%),,93.81658614797156
2019,All public schools (%),Female,,,Undefined,Units,Percentage (%),,95.2851007284721
2016,All public schools (%),,North East,,Undefined,Units,Percentage (%),E12000001,97.6
2016,All public schools (%),,North West,,Undefined,Units,Percentage (%),E12000002,97.4
2016,All public schools (%),,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,96.0
2016,All public schools (%),,East Midlands,,Undefined,Units,Percentage (%),E12000004,95.0
2016,All public schools (%),,West Midlands,,Undefined,Units,Percentage (%),E12000005,96.0
2016,All public schools (%),,East of England,,Undefined,Units,Percentage (%),E12000006,93.9
2016,All public schools (%),,Inner London,,Undefined,Units,Percentage (%),E13000001,92.4
2016,All public schools (%),,Outer London,,Undefined,Units,Percentage (%),E13000002,92.5
2016,All public schools (%),,South East,,Undefined,Units,Percentage (%),E12000008,94.8
2016,All public schools (%),,South West,,Undefined,Units,Percentage (%),E12000009,96.9
2016,All public schools (%),,Inner London,City of London,Undefined,Units,Percentage (%),E09000001,86.1
2016,All public schools (%),,Inner London,Camden,Undefined,Units,Percentage (%),E09000007,91.9
2016,All public schools (%),,Inner London,Greenwich,Undefined,Units,Percentage (%),E09000011,94.2
2016,All public schools (%),,Inner London,Hackney,Undefined,Units,Percentage (%),E09000012,92.6
2016,All public schools (%),,Inner London,Hammersmith and Fulham,Undefined,Units,Percentage (%),E09000013,87.4
2016,All public schools (%),,Inner London,Islington,Undefined,Units,Percentage (%),E09000019,95.7
2016,All public schools (%),,Inner London,Kensington and Chelsea,Undefined,Units,Percentage (%),E09000020,91.9
2016,All public schools (%),,Inner London,Lambeth,Undefined,Units,Percentage (%),E09000022,93.0
2016,All public schools (%),,Inner London,Lewisham,Undefined,Units,Percentage (%),E09000023,94.0
2016,All public schools (%),,Inner London,Southwark,Undefined,Units,Percentage (%),E09000028,91.6
2016,All public schools (%),,Inner London,Tower Hamlets,Undefined,Units,Percentage (%),E09000030,92.0
2016,All public schools (%),,Inner London,Wandsworth,Undefined,Units,Percentage (%),E09000032,93.9
2016,All public schools (%),,Inner London,Westminster,Undefined,Units,Percentage (%),E09000033,90.5
2016,All public schools (%),,Outer London,Barking and Dagenham,Undefined,Units,Percentage (%),E09000002,89.6
2016,All public schools (%),,Outer London,Barnet,Undefined,Units,Percentage (%),E09000003,91.6
2016,All public schools (%),,Outer London,Bexley,Undefined,Units,Percentage (%),E09000004,95.0
2016,All public schools (%),,Outer London,Brent,Undefined,Units,Percentage (%),E09000005,91.8
2016,All public schools (%),,Outer London,Bromley,Undefined,Units,Percentage (%),E09000006,95.2
2016,All public schools (%),,Outer London,Croydon,Undefined,Units,Percentage (%),E09000008,91.9
2016,All public schools (%),,Outer London,Ealing,Undefined,Units,Percentage (%),E09000009,93.0
2016,All public schools (%),,Outer London,Enfield,Undefined,Units,Percentage (%),E09000010,91.3
2016,All public schools (%),,Outer London,Haringey,Undefined,Units,Percentage (%),E09000014,93.1
2016,All public schools (%),,Outer London,Harrow,Undefined,Units,Percentage (%),E09000015,90.7
2016,All public schools (%),,Outer London,Havering,Undefined,Units,Percentage (%),E09000016,93.2
2016,All public schools (%),,Outer London,Hillingdon,Undefined,Units,Percentage (%),E09000017,87.9
2016,All public schools (%),,Outer London,Hounslow,Undefined,Units,Percentage (%),E09000018,94.0
2016,All public schools (%),,Outer London,Kingston upon Thames,Undefined,Units,Percentage (%),E09000021,92.3
2016,All public schools (%),,Outer London,Merton,Undefined,Units,Percentage (%),E09000024,95.3
2016,All public schools (%),,Outer London,Newham,Undefined,Units,Percentage (%),E09000025,92.3
2016,All public schools (%),,Outer London,Redbridge,Undefined,Units,Percentage (%),E09000026,90.7
2016,All public schools (%),,Outer London,Richmond upon Thames,Undefined,Units,Percentage (%),E09000027,96.8
2016,All public schools (%),,Outer London,Sutton,Undefined,Units,Percentage (%),E09000029,96.4
2016,All public schools (%),,Outer London,Waltham Forest,Undefined,Units,Percentage (%),E09000031,92.9
2016,All public schools (%),,West Midlands,Birmingham,Undefined,Units,Percentage (%),E08000025,94.7
2016,All public schools (%),,West Midlands,Coventry,Undefined,Units,Percentage (%),E08000026,94.1
2016,All public schools (%),,West Midlands,Dudley,Undefined,Units,Percentage (%),E08000027,96.7
2016,All public schools (%),,West Midlands,Sandwell,Undefined,Units,Percentage (%),E08000028,95.7
2016,All public schools (%),,West Midlands,Solihull,Undefined,Units,Percentage (%),E08000029,96.1
2016,All public schools (%),,West Midlands,Walsall,Undefined,Units,Percentage (%),E08000030,97.2
2016,All public schools (%),,West Midlands,Wolverhampton,Undefined,Units,Percentage (%),E08000031,95.2
2016,All public schools (%),,North West,Knowsley,Undefined,Units,Percentage (%),E08000011,97.8
2016,All public schools (%),,North West,Liverpool,Undefined,Units,Percentage (%),E08000012,97.8
2016,All public schools (%),,North West,St. Helens,Undefined,Units,Percentage (%),E08000013,99.4
