Year,Sex,Age,Nationality,Unit measure,Unit multiplier,Observation status,Value
2002,,,,Percentage (%),Units,Undefined,18.3675475301
2002,,15 to 17,,Percentage (%),Units,Undefined,19.398380254531432
2002,,18 to 20,,Percentage (%),Units,Undefined,25.19807923169268
2002,,21 to 24,,Percentage (%),Units,Undefined,20.250171611623827
2002,,25 to 29,,Percentage (%),Units,Undefined,18.582248694756967
2002,,30 to 39,,Percentage (%),Units,Undefined,17.914766318473838
2002,,40 to 49,,Percentage (%),Units,Undefined,14.382988890216222
2002,,50 to 59,,Percentage (%),Units,Undefined,9.68910353154241
2002,Male,,,Percentage (%),Units,Undefined,18.08182688854304
2002,Male,15 to 17,,Percentage (%),Units,Undefined,19.78199434800161
2002,Male,18 to 20,,Percentage (%),Units,Undefined,24.939250543547768
2002,Male,21 to 24,,Percentage (%),Units,Undefined,19.74574199331758
2002,Male,25 to 29,,Percentage (%),Units,Undefined,18.315392472695844
2002,Male,30 to 39,,Percentage (%),Units,Undefined,17.632850241545896
2002,Male,40 to 49,,Percentage (%),Units,Undefined,14.209183673469388
2002,Male,50 to 59,,Percentage (%),Units,Undefined,9.468017732742242
2002,Female,,,Percentage (%),Units,Undefined,22.71279016841147
2002,Female,15 to 17,,Percentage (%),Units,Undefined,11.304347826086955
2002,Female,18 to 20,,Percentage (%),Units,Undefined,29.158512720156555
2002,Female,21 to 24,,Percentage (%),Units,Undefined,27.61904761904762
2002,Female,25 to 29,,Percentage (%),Units,Undefined,22.36238532110092
2002,Female,30 to 39,,Percentage (%),Units,Undefined,21.842496285289748
2002,Female,40 to 49,,Percentage (%),Units,Undefined,16.760828625235405
2002,Female,50 to 59,,Percentage (%),Units,Undefined,14.193548387096774
2002,,,British nationals,Percentage (%),Units,Undefined,17.570807493127038
2002,,,Foreign nationals,Percentage (%),Units,Undefined,18.416277864178333
2002,,,Nationality not recorded,Percentage (%),Units,Undefined,71.03301384451545
2003,,,,Percentage (%),Units,Undefined,17.74848283258889
2003,,15 to 17,,Percentage (%),Units,Undefined,20.9849157054126
2003,,18 to 20,,Percentage (%),Units,Undefined,22.957835116425425
2003,,21 to 24,,Percentage (%),Units,Undefined,19.43730257841769
2003,,25 to 29,,Percentage (%),Units,Undefined,18.295039725144942
2003,,30 to 39,,Percentage (%),Units,Undefined,17.581047381546135
2003,,40 to 49,,Percentage (%),Units,Undefined,14.495114006514658
2003,,50 to 59,,Percentage (%),Units,Undefined,9.170052234474753
2003,Male,,,Percentage (%),Units,Undefined,17.377139382004575
2003,Male,15 to 17,,Percentage (%),Units,Undefined,20.772058823529413
2003,Male,18 to 20,,Percentage (%),Units,Undefined,22.535961640916355
2003,Male,21 to 24,,Percentage (%),Units,Undefined,19.1564561734213
2003,Male,25 to 29,,Percentage (%),Units,Undefined,17.788535423390194
2003,Male,30 to 39,,Percentage (%),Units,Undefined,17.179918803841964
2003,Male,40 to 49,,Percentage (%),Units,Undefined,14.28903345724907
2003,Male,50 to 59,,Percentage (%),Units,Undefined,8.831562974203338
2003,Female,,,Percentage (%),Units,Undefined,23.329706202393908
2003,Female,15 to 17,,Percentage (%),Units,Undefined,25.64102564102564
2003,Female,18 to 20,,Percentage (%),Units,Undefined,30.205949656750576
2003,Female,21 to 24,,Percentage (%),Units,Undefined,23.496027241770715
2003,Female,25 to 29,,Percentage (%),Units,Undefined,25.07836990595611
2003,Female,30 to 39,,Percentage (%),Units,Undefined,23.1456043956044
2003,Female,40 to 49,,Percentage (%),Units,Undefined,17.441860465116278
2003,Female,50 to 59,,Percentage (%),Units,Undefined,17.218543046357617
2003,,,British nationals,Percentage (%),Units,Undefined,16.6614267299651
2003,,,Foreign nationals,Percentage (%),Units,Undefined,18.87342908438061
2003,,,Nationality not recorded,Percentage (%),Units,Undefined,70.14134275618375
2004,,,,Percentage (%),Units,Undefined,16.774514015680378
2004,,15 to 17,,Percentage (%),Units,Undefined,22.41758241758242
2004,,18 to 20,,Percentage (%),Units,Undefined,23.21613236814892
2004,,21 to 24,,Percentage (%),Units,Undefined,17.744860943168078
2004,,25 to 29,,Percentage (%),Units,Undefined,16.946273094075178
2004,,30 to 39,,Percentage (%),Units,Undefined,15.692279563011382
2004,,40 to 49,,Percentage (%),Units,Undefined,14.76987867241552
2004,,50 to 59,,Percentage (%),Units,Undefined,11.624688624411846
2004,Male,,,Percentage (%),Units,Undefined,16.482951624878634
2004,Male,15 to 17,,Percentage (%),Units,Undefined,22.338489535941765
2004,Male,18 to 20,,Percentage (%),Units,Undefined,23.02443018970929
2004,Male,21 to 24,,Percentage (%),Units,Undefined,17.541458702302368
2004,Male,25 to 29,,Percentage (%),Units,Undefined,16.654032747119466
2004,Male,30 to 39,,Percentage (%),Units,Undefined,15.330993467875595
2004,Male,40 to 49,,Percentage (%),Units,Undefined,14.3485254691689
2004,Male,50 to 59,,Percentage (%),Units,Undefined,11.37357830271216
2004,Female,,,Percentage (%),Units,Undefined,21.361185983827493
2004,Female,15 to 17,,Percentage (%),Units,Undefined,23.37662337662337
2004,Female,18 to 20,,Percentage (%),Units,Undefined,26.65036674816626
2004,Female,21 to 24,,Percentage (%),Units,Undefined,20.838471023427868
2004,Female,25 to 29,,Percentage (%),Units,Undefined,21.06951871657754
2004,Female,30 to 39,,Percentage (%),Units,Undefined,21.129860601614087
2004,Female,40 to 49,,Percentage (%),Units,Undefined,20.833333333333336
2004,Female,50 to 59,,Percentage (%),Units,Undefined,16.304347826086957
2004,,,British nationals,Percentage (%),Units,Undefined,15.206822100374346
2004,,,Foreign nationals,Percentage (%),Units,Undefined,20.789532543055245
2004,,,Nationality not recorded,Percentage (%),Units,Undefined,72.40788346186804
2005,,,,Percentage (%),Units,Undefined,16.884105525659535
2005,,15 to 17,,Percentage (%),Units,Undefined,20.88525999140524
2005,,18 to 20,,Percentage (%),Units,Undefined,23.68454743310716
2005,,21 to 24,,Percentage (%),Units,Undefined,17.32489972230793
2005,,25 to 29,,Percentage (%),Units,Undefined,16.6189111747851
2005,,30 to 39,,Percentage (%),Units,Undefined,16.81283228063798
2005,,40 to 49,,Percentage (%),Units,Undefined,14.46512468377304
2005,,50 to 59,,Percentage (%),Units,Undefined,11.758717230847544
2005,Male,,,Percentage (%),Units,Undefined,16.550867793961714
2005,Male,15 to 17,,Percentage (%),Units,Undefined,20.896184560780835
2005,Male,18 to 20,,Percentage (%),Units,Undefined,23.3288409703504
2005,Male,21 to 24,,Percentage (%),Units,Undefined,17.119186284964318
2005,Male,25 to 29,,Percentage (%),Units,Undefined,16.0594295953412
2005,Male,30 to 39,,Percentage (%),Units,Undefined,16.329900913153292
2005,Male,40 to 49,,Percentage (%),Units,Undefined,14.350511484269449
2005,Male,50 to 59,,Percentage (%),Units,Undefined,11.693548387096774
2005,Female,,,Percentage (%),Units,Undefined,22.17545414266726
2005,Female,15 to 17,,Percentage (%),Units,Undefined,20.54794520547945
2005,Female,18 to 20,,Percentage (%),Units,Undefined,30.434782608695656
2005,Female,21 to 24,,Percentage (%),Units,Undefined,20.56921086675291
2005,Female,25 to 29,,Percentage (%),Units,Undefined,24.808743169398905
2005,Female,30 to 39,,Percentage (%),Units,Undefined,23.749119097956303
2005,Female,40 to 49,,Percentage (%),Units,Undefined,16.124469589816123
2005,Female,50 to 59,,Percentage (%),Units,Undefined,12.91866028708134
2005,,,British nationals,Percentage (%),Units,Undefined,15.236790010659355
2005,,,Foreign nationals,Percentage (%),Units,Undefined,23.53124028598073
2005,,,Nationality not recorded,Percentage (%),Units,Undefined,67.43383199079402
