Year,Age,Sex,Unit measure,Unit multiplier,Observation status,Value
2011/12,Under 1,Male,"Rate per 100,000 population",Units,Undefined,1.364256480218281
2011/12,Under 1,Female,"Rate per 100,000 population",Units,Undefined,2.579535683576956
2011/12,Under 1,,"Rate per 100,000 population",Units,Undefined,2.096729102599944
2011/12,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.7699307062364387
2011/12,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.5136106831022087
2011/12,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.6447915174093709
2011/12,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.1930395455297556
2011/12,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.2027516292541636
2011/12,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.1977764278751748
2011/12,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,1.925811803744963
2011/12,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,1.0079413561392792
2011/12,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.4738615171749985
2011/12,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.0939910408990907
2011/12,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.7682933290944736
2011/12,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.4309753156758045
2011/12,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.2473651580905147
2011/12,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.6622179206357293
2011/12,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.4492010157231898
2011/12,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.0175063268021602
2011/12,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.6402376562179882
2011/12,45 to 54,,"Rate per 100,000 population",Units,Undefined,0.8271191697791334
2011/12,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,1.0218932895673984
2011/12,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.2704245665695141
2011/12,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.640497758257846
2011/12,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.552509668919206
2011/12,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.3147004445143778
2011/12,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.4290091930541369
2011/12,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.841798080700376
2011/12,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.6490035886080782
2011/12,75 and over,,"Rate per 100,000 population",Units,Undefined,0.7270579147070183
2011/12,,Male,"Rate per 100,000 population",Units,Undefined,1.2808683853459972
2011/12,,Female,"Rate per 100,000 population",Units,Undefined,0.5957909124362593
2012/13,,,"Rate per 100,000 population",Units,Undefined,0.9346459917039042
2012/13,Under 1,Male,"Rate per 100,000 population",Units,Undefined,2.6673779674579885
2012/13,Under 1,Female,"Rate per 100,000 population",Units,Undefined,3.360403248389807
2012/13,Under 1,,"Rate per 100,000 population",Units,Undefined,3.005464480874317
2012/13,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.9627286480539128
2012/13,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.5046499891860716
2012/13,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.7390983000739098
2012/13,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.3843830651803854
2012/13,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.2880682145532062
2012/13,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.3373819163292847
2012/13,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,2.011536754917912
2012/13,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.5834484876401044
2012/13,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.310833207774597
2012/13,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,1.8128316956544583
2012/13,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.7321409894362515
2012/13,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.271197546719786
2012/13,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.001896533558108
2012/13,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.6231500233681259
2012/13,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.3075655744135568
2012/13,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.6933063088488085
2012/13,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.5534451963472617
2012/13,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.1177725840869832
2012/13,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.8190266183650969
2012/13,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5189413596263622
2012/13,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.6666253255612056
2012/13,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.8449004224502114
2012/13,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.3361721201255042
2012/13,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5810912894415713
2012/13,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.6006333952167741
2012/13,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.755172934602024
2012/13,75 and over,,"Rate per 100,000 population",Units,Undefined,0.6919951783561767
2012/13,,Male,"Rate per 100,000 population",Units,Undefined,1.346813439402374
2012/13,,Female,"Rate per 100,000 population",Units,Undefined,0.5848665773120507
2012/13,,,"Rate per 100,000 population",Units,Undefined,0.9599066610097582
2013/14,Under 1,Male,"Rate per 100,000 population",Units,Undefined,2.192033055858482
2013/14,Under 1,Female,"Rate per 100,000 population",Units,Undefined,2.3123459038237533
2013/14,Under 1,,"Rate per 100,000 population",Units,Undefined,2.250582689924564
2013/14,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.4066272102730298
2013/14,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.8532259406282728
2013/14,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.6245706077072013
2013/14,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.1633970463805239
2013/14,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.1428792279035131
2013/14,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.1533850119974968
2013/14,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,2.1374162733969158
2013/14,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.7424267827987139
2013/14,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.4542821413395606
2013/14,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,1.7104281434883355
2013/14,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.7218336637440996
2013/14,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.2148323796252964
2013/14,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,1.7904519207540637
2013/14,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.6070164770663896
2013/14,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.1950451833305538
2013/14,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.4453574990345266
2013/14,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.620322920261955
2013/14,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.0283653255277896
2013/14,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.9475825747145172
2013/14,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5507514391441077
2013/14,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.7460119831283173
2013/14,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.4653731361805896
2013/14,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.612725221572253
2013/14,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5417456089650304
2013/14,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.6918014082948053
2013/14,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.897669089999181
2013/14,75 and over,,"Rate per 100,000 population",Units,Undefined,0.8126968730719041
2013/14,,Male,"Rate per 100,000 population",Units,Undefined,1.201460462538748
2013/14,,Female,"Rate per 100,000 population",Units,Undefined,0.6366995047896585
2013/14,,,"Rate per 100,000 population",Units,Undefined,0.9148660268258736
2014/15,Under 1,Male,"Rate per 100,000 population",Units,Undefined,4.194114818087259
2014/15,Under 1,Female,"Rate per 100,000 population",Units,Undefined,2.645743733261996
2014/15,Under 1,,"Rate per 100,000 population",Units,Undefined,3.582621705241949
2014/15,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.4694284708367562
2014/15,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.4226411691945305
2014/15,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.4466096998817171
2014/15,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.2424810662700754
2014/15,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.1978443445487523
2014/15,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.2206968087931126
2014/15,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,1.990793619476736
2014/15,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.5909845616169835
2014/15,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.3068983260456022
2014/15,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,1.361094874989856
2014/15,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.5632591196772012
2014/15,25 to 34,,"Rate per 100,000 population",Units,Undefined,0.9615675551208984
2014/15,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,1.4813972862417786
2014/15,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.8788282290279626
2014/15,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.178406609468417
2014/15,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.27898948796032
2014/15,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.8085066661374624
2014/15,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.0410054526378458
2014/15,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.8468675310988576
2014/15,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5466938839229174
2014/15,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.694365256801732
2014/15,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.7920018374442629
2014/15,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.3158103060833487
2014/15,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5453235686483301
2014/15,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.723632760509086
2014/15,75 and over,Female,"Rate per 100,000 population",Units,Undefined,1.0307566747936925
2014/15,75 and over,,"Rate per 100,000 population",Units,Undefined,0.9030055896045996
2014/15,,Male,"Rate per 100,000 population",Units,Undefined,1.127427153627076
2014/15,,Female,"Rate per 100,000 population",Units,Undefined,0.631995247120961
2014/15,,,"Rate per 100,000 population",Units,Undefined,0.8779164200575055
2015/16,Under 1,Male,"Rate per 100,000 population",Units,Undefined,1.6788805224676184
2015/16,Under 1,Female,"Rate per 100,000 population",Units,Undefined,1.769191302655556
2015/16,Under 1,,"Rate per 100,000 population",Units,Undefined,1.7228532172130264
2015/16,1 to 4,Male,"Rate per 100,000 population",Units,Missing data; suppressed,
2015/16,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.4222384549450456
2015/16,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.3431611247860819
2015/16,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.1594420802727097
2015/16,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.1951666151333866
2015/16,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.1768755371744078
2015/16,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,2.0253954808065484
2015/16,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.531068275074623
2015/16,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.2960351692103518
2015/16,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,1.855008000674918
2015/16,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.7128812291498152
2015/16,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.284494397569584
2015/16,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,1.938849755839573
2015/16,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.7990652002577252
2015/16,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.3658405161591654
2015/16,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.5183700372324247
2015/16,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.8987890639233358
2015/16,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.2048020952737826
2015/16,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.9904054472299596
2015/16,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5098766098604137
2015/16,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.7463664141206434
2015/16,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.773717480377972
2015/16,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.2741901707622109
2015/16,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5149283042239036
2015/16,75 and over,Male,"Rate per 100,000 population",Units,Undefined,1.0646819642875252
2015/16,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.6588403750558641
2015/16,75 and over,,"Rate per 100,000 population",Units,Undefined,0.8289947503376027
2015/16,,Male,"Rate per 100,000 population",Units,Undefined,1.2747398016175675
2015/16,,Female,"Rate per 100,000 population",Units,Undefined,0.5932377847737408
2015/16,,,"Rate per 100,000 population",Units,Undefined,0.9311499600080596
2016/17,Under 1,Male,"Rate per 100,000 population",Units,Undefined,4.164387821109004
2016/17,Under 1,Female,"Rate per 100,000 population",Units,Undefined,2.045282555785082
2016/17,Under 1,,"Rate per 100,000 population",Units,Undefined,3.131904425665672
2016/17,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.5383105527036312
2016/17,1 to 4,Female,"Rate per 100,000 population",Units,Missing data; suppressed,
2016/17,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.4138132233325827
2016/17,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.5479126095042487
2016/17,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.2738867598758088
2016/17,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.4142240807966785
2016/17,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,3.9586465387484018
2016/17,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.6639201449495753
2016/17,16 to 24,,"Rate per 100,000 population",Units,Undefined,2.3547503779913024
2016/17,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.654562529347316
2016/17,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.6832374523441878
2016/17,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.6740300915090298
2016/17,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.3204116086415363
2016/17,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,1.0421521135913738
2016/17,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.6781913661753145
2016/17,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.6816086664175578
2016/17,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.626951688549692
2016/17,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.1476294675597505
2016/17,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,1.4259449160512854
2016/17,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.2353076132307588
2016/17,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.8214024625645828
2016/17,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.6476360026610644
2016/17,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.2008945835806848
2016/17,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.4162345342855854
2016/17,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.6989798389250887
2016/17,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.9095609040162208
2016/17,75 and over,,"Rate per 100,000 population",Units,Undefined,0.82079377914081
2016/17,,Male,"Rate per 100,000 population",Units,Undefined,1.7860265307131713
2016/17,,Female,"Rate per 100,000 population",Units,Undefined,0.5855225191114719
2016/17,,,"Rate per 100,000 population",Units,Undefined,1.1784612163874555
2017/18,Under 1,Male,"Rate per 100,000 population",Units,Undefined,2.2754293450745484
2017/18,Under 1,Female,"Rate per 100,000 population",Units,Undefined,2.691548537591961
2017/18,Under 1,,"Rate per 100,000 population",Units,Undefined,2.478271391126622
2017/18,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.33984406594878
2017/18,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.5005688607553298
2017/18,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.4181662573283636
2017/18,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.3576411826887362
2017/18,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.4829545225873805
2017/18,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.4187606334120996
2017/18,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,3.5828081078340226
2017/18,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.8983555601471507
2017/18,16 to 24,,"Rate per 100,000 population",Units,Undefined,2.277580248824082
2017/18,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.3193118875956715
2017/18,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,1.0078651274886394
2017/18,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.6669601602788462
2017/18,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.487837987663569
2017/18,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.7753152458524644
2017/18,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.6266930379151223
