Year,Region,Local Authority,Disposal Method,Observation status,Unit multiplier,GeoCode,Value
2000/01,,,Landfill,Undefined,Units,,79.0
2000/01,,,Incineration with EfW,Undefined,Units,,9.0
2000/01,,,Incineration without EfW,Undefined,Units,,0.0
2000/01,,,Recycled-composted,Undefined,Units,,12.0
2000/01,,,Other,Undefined,Units,,0.6
2000/01,North West,,Landfill,Undefined,Units,E12000002,90.0
2000/01,North West,,Incineration with EfW,Undefined,Units,E12000002,1.0
2000/01,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2000/01,North West,,Recycled-composted,Undefined,Units,E12000002,9.0
2000/01,North West,,Other,Undefined,Units,E12000002,0.0
2000/01,East Midlands,,Landfill,Undefined,Units,E12000004,78.0
2000/01,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,7.000000000000001
2000/01,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2000/01,East Midlands,,Recycled-composted,Undefined,Units,E12000004,15.0
2000/01,East Midlands,,Other,Undefined,Units,E12000004,0.0
2000/01,East of England,,Landfill,Undefined,Units,E12000006,82.0
2000/01,East of England,,Incineration with EfW,Undefined,Units,E12000006,2.0
2000/01,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2000/01,East of England,,Recycled-composted,Undefined,Units,E12000006,16.0
2000/01,East of England,,Other,Undefined,Units,E12000006,0.0
2000/01,South East,,Landfill,Undefined,Units,E12000008,81.0
2000/01,South East,,Incineration with EfW,Undefined,Units,E12000008,0.0
2000/01,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2000/01,South East,,Recycled-composted,Undefined,Units,E12000008,18.0
2000/01,South East,,Other,Undefined,Units,E12000008,1.6
2000/01,North East,,Landfill,Undefined,Units,E12000001,76.0
2000/01,North East,,Incineration with EfW,Undefined,Units,E12000001,18.0
2000/01,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2000/01,North East,,Recycled-composted,Undefined,Units,E12000001,7.000000000000001
2000/01,North East,,Other,Undefined,Units,E12000001,0.0
2000/01,Yorkshire and Humber,,Landfill,Undefined,Units,,84.0
2000/01,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,3.0
2000/01,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2000/01,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,10.0
2000/01,Yorkshire and Humber,,Other,Undefined,Units,,2.5
2000/01,West Midlands,,Landfill,Undefined,Units,E12000005,57.99999999999999
2000/01,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,31.0
2000/01,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2000/01,West Midlands,,Recycled-composted,Undefined,Units,E12000005,10.0
2000/01,West Midlands,,Other,Undefined,Units,E12000005,0.7000000000000001
2000/01,London,,Landfill,Undefined,Units,E12000007,72.0
2000/01,London,,Incineration with EfW,Undefined,Units,E12000007,20.0
2000/01,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2000/01,London,,Recycled-composted,Undefined,Units,E12000007,8.0
2000/01,London,,Other,Undefined,Units,E12000007,0.0
2000/01,South West,,Landfill,Undefined,Units,E12000009,82.0
2000/01,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2000/01,South West,,Incineration without EfW,Undefined,Units,E12000009,0.0
2000/01,South West,,Recycled-composted,Undefined,Units,E12000009,17.0
2000/01,South West,,Other,Undefined,Units,E12000009,0.0
2001/02,,,Landfill,Undefined,Units,,78.0
2001/02,,,Incineration with EfW,Undefined,Units,,8.0
2001/02,,,Incineration without EfW,Undefined,Units,,0.0
2001/02,,,Recycled-composted,Undefined,Units,,14.000000000000002
2001/02,,,Other,Undefined,Units,,0.4
2001/02,North West,,Landfill,Undefined,Units,E12000002,86.0
2001/02,North West,,Incineration with EfW,Undefined,Units,E12000002,2.0
2001/02,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2001/02,North West,,Recycled-composted,Undefined,Units,E12000002,11.0
2001/02,North West,,Other,Undefined,Units,E12000002,0.0
2001/02,East Midlands,,Landfill,Undefined,Units,E12000004,78.0
2001/02,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.0
2001/02,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2001/02,East Midlands,,Recycled-composted,Undefined,Units,E12000004,15.0
2001/02,East Midlands,,Other,Undefined,Units,E12000004,0.1
2001/02,East of England,,Landfill,Undefined,Units,E12000006,80.0
2001/02,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.0
2001/02,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2001/02,East of England,,Recycled-composted,Undefined,Units,E12000006,18.0
2001/02,East of England,,Other,Undefined,Units,E12000006,0.0
2001/02,South East,,Landfill,Undefined,Units,E12000008,79.0
2001/02,South East,,Incineration with EfW,Undefined,Units,E12000008,0.0
2001/02,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2001/02,South East,,Recycled-composted,Undefined,Units,E12000008,19.0
2001/02,South East,,Other,Undefined,Units,E12000008,1.9
2001/02,North East,,Landfill,Undefined,Units,E12000001,78.0
2001/02,North East,,Incineration with EfW,Undefined,Units,E12000001,15.0
2001/02,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2001/02,North East,,Recycled-composted,Undefined,Units,E12000001,7.000000000000001
2001/02,North East,,Other,Undefined,Units,E12000001,0.0
2001/02,Yorkshire and Humber,,Landfill,Undefined,Units,,85.0
2001/02,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,4.0
2001/02,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2001/02,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,11.0
2001/02,Yorkshire and Humber,,Other,Undefined,Units,,0.3
2001/02,West Midlands,,Landfill,Undefined,Units,E12000005,56.99999999999999
2001/02,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,32.0
2001/02,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2001/02,West Midlands,,Recycled-composted,Undefined,Units,E12000005,11.0
2001/02,West Midlands,,Other,Undefined,Units,E12000005,0.7000000000000001
2001/02,London,,Landfill,Undefined,Units,E12000007,73.0
2001/02,London,,Incineration with EfW,Undefined,Units,E12000007,19.0
2001/02,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2001/02,London,,Recycled-composted,Undefined,Units,E12000007,8.0
2001/02,London,,Other,Undefined,Units,E12000007,0.0
2001/02,South West,,Landfill,Undefined,Units,E12000009,81.0
2001/02,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2001/02,South West,,Incineration without EfW,Undefined,Units,E12000009,0.0
2001/02,South West,,Recycled-composted,Undefined,Units,E12000009,19.0
2001/02,South West,,Other,Undefined,Units,E12000009,0.0
2002/03,,,Landfill,Undefined,Units,,75.0
2002/03,,,Incineration with EfW,Undefined,Units,,9.0
2002/03,,,Incineration without EfW,Undefined,Units,,0.0
2002/03,,,Recycled-composted,Undefined,Units,,16.0
2002/03,,,Other,Undefined,Units,,0.5
2002/03,North West,,Landfill,Undefined,Units,E12000002,83.0
2002/03,North West,,Incineration with EfW,Undefined,Units,E12000002,3.0
2002/03,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2002/03,North West,,Recycled-composted,Undefined,Units,E12000002,13.0
2002/03,North West,,Other,Undefined,Units,E12000002,0.5
2002/03,East Midlands,,Landfill,Undefined,Units,E12000004,78.0
2002/03,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.0
2002/03,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2002/03,East Midlands,,Recycled-composted,Undefined,Units,E12000004,16.0
2002/03,East Midlands,,Other,Undefined,Units,E12000004,0.6
2002/03,East of England,,Landfill,Undefined,Units,E12000006,79.0
2002/03,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.0
2002/03,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2002/03,East of England,,Recycled-composted,Undefined,Units,E12000006,20.0
2002/03,East of England,,Other,Undefined,Units,E12000006,0.0
2002/03,South East,,Landfill,Undefined,Units,E12000008,76.0
2002/03,South East,,Incineration with EfW,Undefined,Units,E12000008,0.0
2002/03,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2002/03,South East,,Recycled-composted,Undefined,Units,E12000008,21.0
2002/03,South East,,Other,Undefined,Units,E12000008,2.0
2002/03,North East,,Landfill,Undefined,Units,E12000001,76.0
2002/03,North East,,Incineration with EfW,Undefined,Units,E12000001,14.000000000000002
2002/03,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2002/03,North East,,Recycled-composted,Undefined,Units,E12000001,10.0
2002/03,North East,,Other,Undefined,Units,E12000001,0.0
2002/03,Yorkshire and Humber,,Landfill,Undefined,Units,,79.0
2002/03,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,7.000000000000001
2002/03,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2002/03,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,13.0
2002/03,Yorkshire and Humber,,Other,Undefined,Units,,0.6
2002/03,West Midlands,,Landfill,Undefined,Units,E12000005,54.0
2002/03,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,32.0
2002/03,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2002/03,West Midlands,,Recycled-composted,Undefined,Units,E12000005,14.000000000000002
2002/03,West Midlands,,Other,Undefined,Units,E12000005,0.0
2002/03,London,,Landfill,Undefined,Units,E12000007,71.0
2002/03,London,,Incineration with EfW,Undefined,Units,E12000007,20.0
2002/03,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2002/03,London,,Recycled-composted,Undefined,Units,E12000007,9.0
2002/03,London,,Other,Undefined,Units,E12000007,0.0
2002/03,South West,,Landfill,Undefined,Units,E12000009,78.0
2002/03,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2002/03,South West,,Incineration without EfW,Undefined,Units,E12000009,0.0
2002/03,South West,,Recycled-composted,Undefined,Units,E12000009,22.0
2002/03,South West,,Other,Undefined,Units,E12000009,0.0
2003/04,,,Landfill,Undefined,Units,,72.0
2003/04,,,Incineration with EfW,Undefined,Units,,9.0
2003/04,,,Incineration without EfW,Undefined,Units,,0.0
2003/04,,,Recycled-composted,Undefined,Units,,19.0
2003/04,,,Other,Undefined,Units,,0.1
2003/04,North West,,Landfill,Undefined,Units,E12000002,80.0
2003/04,North West,,Incineration with EfW,Undefined,Units,E12000002,2.0
2003/04,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2003/04,North West,,Recycled-composted,Undefined,Units,E12000002,18.0
2003/04,North West,,Other,Undefined,Units,E12000002,0.0
2003/04,East Midlands,,Landfill,Undefined,Units,E12000004,73.0
2003/04,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.0
2003/04,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2003/04,East Midlands,,Recycled-composted,Undefined,Units,E12000004,20.0
2003/04,East Midlands,,Other,Undefined,Units,E12000004,0.4
2003/04,East of England,,Landfill,Undefined,Units,E12000006,75.0
2003/04,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.0
2003/04,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2003/04,East of England,,Recycled-composted,Undefined,Units,E12000006,24.0
2003/04,East of England,,Other,Undefined,Units,E12000006,0.1
2003/04,South East,,Landfill,Undefined,Units,E12000008,73.0
2003/04,South East,,Incineration with EfW,Undefined,Units,E12000008,2.0
2003/04,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2003/04,South East,,Recycled-composted,Undefined,Units,E12000008,24.0
2003/04,South East,,Other,Undefined,Units,E12000008,0.4
2003/04,North East,,Landfill,Undefined,Units,E12000001,70.0
2003/04,North East,,Incineration with EfW,Undefined,Units,E12000001,13.0
2003/04,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2003/04,North East,,Recycled-composted,Undefined,Units,E12000001,16.0
2003/04,North East,,Other,Undefined,Units,E12000001,0.2
2003/04,Yorkshire and Humber,,Landfill,Undefined,Units,,75.0
2003/04,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,8.0
2003/04,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2003/04,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,16.0
2003/04,Yorkshire and Humber,,Other,Undefined,Units,,0.0
2003/04,West Midlands,,Landfill,Undefined,Units,E12000005,53.0
2003/04,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,31.0
2003/04,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2003/04,West Midlands,,Recycled-composted,Undefined,Units,E12000005,17.0
2003/04,West Midlands,,Other,Undefined,Units,E12000005,0.1
2003/04,London,,Landfill,Undefined,Units,E12000007,70.0
2003/04,London,,Incineration with EfW,Undefined,Units,E12000007,19.0
2003/04,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2003/04,London,,Recycled-composted,Undefined,Units,E12000007,11.0
2003/04,London,,Other,Undefined,Units,E12000007,0.0
2003/04,South West,,Landfill,Undefined,Units,E12000009,75.0
2003/04,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2003/04,South West,,Incineration without EfW,Undefined,Units,E12000009,0.0
2003/04,South West,,Recycled-composted,Undefined,Units,E12000009,25.0
2003/04,South West,,Other,Undefined,Units,E12000009,0.0
2004/05,,,Landfill,Undefined,Units,,66.9
2004/05,,,Incineration with EfW,Undefined,Units,,9.5
2004/05,,,Incineration without EfW,Undefined,Units,,0.0
2004/05,,,Recycled-composted,Undefined,Units,,23.5
2004/05,,,Other,Undefined,Units,,0.1
2004/05,North West,,Landfill,Undefined,Units,E12000002,74.7
2004/05,North West,,Incineration with EfW,Undefined,Units,E12000002,2.4
2004/05,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2004/05,North West,,Recycled-composted,Undefined,Units,E12000002,22.8
2004/05,North West,,Other,Undefined,Units,E12000002,0.0
2004/05,East Midlands,,Landfill,Undefined,Units,E12000004,66.5
2004/05,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.6000000000000005
2004/05,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2004/05,East Midlands,,Recycled-composted,Undefined,Units,E12000004,26.900000000000002
2004/05,East Midlands,,Other,Undefined,Units,E12000004,0.0
2004/05,East of England,,Landfill,Undefined,Units,E12000006,68.8
2004/05,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.0999999999999999
2004/05,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2004/05,East of England,,Recycled-composted,Undefined,Units,E12000006,30.099999999999998
2004/05,East of England,,Other,Undefined,Units,E12000006,0.0
2004/05,South East,,Landfill,Undefined,Units,E12000008,67.7
2004/05,South East,,Incineration with EfW,Undefined,Units,E12000008,4.0
2004/05,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2004/05,South East,,Recycled-composted,Undefined,Units,E12000008,27.900000000000002
2004/05,South East,,Other,Undefined,Units,E12000008,0.4
2004/05,North East,,Landfill,Undefined,Units,E12000001,67.2
2004/05,North East,,Incineration with EfW,Undefined,Units,E12000001,14.499999999999998
2004/05,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2004/05,North East,,Recycled-composted,Undefined,Units,E12000001,18.099999999999998
2004/05,North East,,Other,Undefined,Units,E12000001,0.2
2004/05,Yorkshire and Humber,,Landfill,Undefined,Units,,70.7
2004/05,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,9.0
2004/05,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2004/05,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,20.3
2004/05,Yorkshire and Humber,,Other,Undefined,Units,,0.0
2004/05,West Midlands,,Landfill,Undefined,Units,E12000005,49.0
2004/05,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,30.4
2004/05,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2004/05,West Midlands,,Recycled-composted,Undefined,Units,E12000005,20.5
2004/05,West Midlands,,Other,Undefined,Units,E12000005,0.2
2004/05,London,,Landfill,Undefined,Units,E12000007,65.4
2004/05,London,,Incineration with EfW,Undefined,Units,E12000007,19.900000000000002
2004/05,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2004/05,London,,Recycled-composted,Undefined,Units,E12000007,14.7
2004/05,London,,Other,Undefined,Units,E12000007,0.0
2004/05,South West,,Landfill,Undefined,Units,E12000009,70.0
2004/05,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2004/05,South West,,Incineration without EfW,Undefined,Units,E12000009,0.1
2004/05,South West,,Recycled-composted,Undefined,Units,E12000009,29.9
2004/05,South West,,Other,Undefined,Units,E12000009,0.0
2005/06,,,Landfill,Undefined,Units,,62.2
2005/06,,,Incineration with EfW,Undefined,Units,,9.9
2005/06,,,Incineration without EfW,Undefined,Units,,0.0
2005/06,,,Recycled-composted,Undefined,Units,,27.1
2005/06,,,Other,Undefined,Units,,0.7000000000000001
2005/06,North West,,Landfill,Undefined,Units,E12000002,70.3
2005/06,North West,,Incineration with EfW,Undefined,Units,E12000002,2.5
2005/06,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2005/06,North West,,Recycled-composted,Undefined,Units,E12000002,27.1
2005/06,North West,,Other,Undefined,Units,E12000002,0.0
2005/06,East Midlands,,Landfill,Undefined,Units,E12000004,59.599999999999994
2005/06,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,5.0
2005/06,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2005/06,East Midlands,,Recycled-composted,Undefined,Units,E12000004,31.8
2005/06,East Midlands,,Other,Undefined,Units,E12000004,3.5999999999999996
2005/06,East of England,,Landfill,Undefined,Units,E12000006,65.3
2005/06,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.2
2005/06,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2005/06,East of England,,Recycled-composted,Undefined,Units,E12000006,33.5
2005/06,East of England,,Other,Undefined,Units,E12000006,0.0
2005/06,South East,,Landfill,Undefined,Units,E12000008,59.3
2005/06,South East,,Incineration with EfW,Undefined,Units,E12000008,9.5
2005/06,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2005/06,South East,,Recycled-composted,Undefined,Units,E12000008,30.5
2005/06,South East,,Other,Undefined,Units,E12000008,0.6
2005/06,North East,,Landfill,Undefined,Units,E12000001,60.6
2005/06,North East,,Incineration with EfW,Undefined,Units,E12000001,13.3
2005/06,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2005/06,North East,,Recycled-composted,Undefined,Units,E12000001,22.3
2005/06,North East,,Other,Undefined,Units,E12000001,3.8
2005/06,Yorkshire and Humber,,Landfill,Undefined,Units,,67.0
2005/06,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,9.4
2005/06,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2005/06,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,23.1
2005/06,Yorkshire and Humber,,Other,Undefined,Units,,0.4
2005/06,West Midlands,,Landfill,Undefined,Units,E12000005,43.6
2005/06,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,30.7
2005/06,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2005/06,West Midlands,,Recycled-composted,Undefined,Units,E12000005,25.5
2005/06,West Midlands,,Other,Undefined,Units,E12000005,0.1
2005/06,London,,Landfill,Undefined,Units,E12000007,63.7
2005/06,London,,Incineration with EfW,Undefined,Units,E12000007,18.2
2005/06,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2005/06,London,,Recycled-composted,Undefined,Units,E12000007,18.099999999999998
2005/06,London,,Other,Undefined,Units,E12000007,0.0
2005/06,South West,,Landfill,Undefined,Units,E12000009,66.9
2005/06,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2005/06,South West,,Incineration without EfW,Undefined,Units,E12000009,0.1
2005/06,South West,,Recycled-composted,Undefined,Units,E12000009,32.9
2005/06,South West,,Other,Undefined,Units,E12000009,0.1
2006/07,,,Landfill,Undefined,Units,,57.9
2006/07,,,Incineration with EfW,Undefined,Units,,11.1
2006/07,,,Incineration without EfW,Undefined,Units,,0.0
2006/07,,,Recycled-composted,Undefined,Units,,30.599999999999998
2006/07,,,Other,Undefined,Units,,0.4
2006/07,North West,,Landfill,Undefined,Units,E12000002,65.9
2006/07,North West,,Incineration with EfW,Undefined,Units,E12000002,2.9000000000000004
2006/07,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2006/07,North West,,Recycled-composted,Undefined,Units,E12000002,31.2
2006/07,North West,,Other,Undefined,Units,E12000002,0.0
2006/07,East Midlands,,Landfill,Undefined,Units,E12000004,58.3
2006/07,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.4
2006/07,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2006/07,East Midlands,,Recycled-composted,Undefined,Units,E12000004,34.699999999999996
2006/07,East Midlands,,Other,Undefined,Units,E12000004,0.5
2006/07,East of England,,Landfill,Undefined,Units,E12000006,61.8
2006/07,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.4000000000000001
2006/07,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2006/07,East of England,,Recycled-composted,Undefined,Units,E12000006,36.8
2006/07,East of England,,Other,Undefined,Units,E12000006,0.0
2006/07,South East,,Landfill,Undefined,Units,E12000008,54.0
2006/07,South East,,Incineration with EfW,Undefined,Units,E12000008,12.1
2006/07,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2006/07,South East,,Recycled-composted,Undefined,Units,E12000008,33.900000000000006
2006/07,South East,,Other,Undefined,Units,E12000008,0.0
2006/07,North East,,Landfill,Undefined,Units,E12000001,57.4
2006/07,North East,,Incineration with EfW,Undefined,Units,E12000001,13.8
2006/07,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2006/07,North East,,Recycled-composted,Undefined,Units,E12000001,26.5
2006/07,North East,,Other,Undefined,Units,E12000001,2.3
2006/07,Yorkshire and Humber,,Landfill,Undefined,Units,,62.7
2006/07,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,9.9
2006/07,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2006/07,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,27.200000000000003
2006/07,Yorkshire and Humber,,Other,Undefined,Units,,0.1
2006/07,West Midlands,,Landfill,Undefined,Units,E12000005,41.5
2006/07,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,29.9
